Order Type :,BTB,,,,,System PO NO :,50660
Vendor [BU] :,APC DISTRIBUTION LTD [APC],,,,,EVO PO NO :,UNASSIGNED
Customer Reference :,A & A Computers Limited [AAC001],,,,,PO Date :,10-21-2013
FPO Reference :,FPO5,,,,,	REQ Delivery Date :,10-21-2013
,,,,,,OPG Code :,UNASSIGNED
,,,,,,Ship To :,UNASSIGNED
,,,,,,CBN Name :,Ex Works UGA
Comments :,ok drafted

Line No,Region,Part No,Description,Qty,Curr Price,Amount Total,Rebate Per Unit,Cost Aftr Rebate,Total Cost After Rebate,Selling Price,Total Selling,Margin%

1,TZ,0035-2M-E/HARDWARE/APC/APC-ACCES/APC-NETWORK,APC CABLE STRAIGHT THROUGH DB25 MALE TO DB25 MALE-,10,22.00,220.00,2.00,20.00,200.00,25.00,250.00,25.00

,,,,,,Amount $,,,Cost After Rebate $,,Selling $,Margin %
,,,,,Totals $,220.00,,,200.00,,250.00,25.00%

,Product Manager,,,Head Of Finance
,UNASSIGNED,,,UNASSIGNED
